name,street,houseNumber,postalCode,city,country,coordinats/0,coordinats/1
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Farska 2,2,43-220,Międzyrzecze,Poland,50.0251954,19.0704082
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Bławatkowa 31,31,44-321,Marklowice,Poland,50.03041435,18.514389059953395
Parafia Rzymskokatolicka Matki Bożej Wszechpośredniczki Łask i Świętego Antoniego,ks. Antoniego Roboty 6,6,44-300,Wodzisław Śląski,Poland,50.00165975,18.438690046871898
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Wyzwolenia 132,132,44-321,Marklowice,Poland,50.017334149999996,18.519140026913213
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Bolesława Chrobrego 106,106,44-300,Wodzisław Śląski,Poland,50.023038549999995,18.46812673525037
Parafia Rzymskokatolicka Świętego Izydora,Bolesława Chrobrego 329,329,44-300,Wodzisław Śląski,Poland,50.0286246,18.43657970942983
Parafia Rzymskokatolicka Świętego Wawrzyńca,Akacjowa 23A,23A,44-325,Mszana,Poland,49.9730969,18.5060676
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Wałowa 26,26,44-300,Wodzisław Śląski,Poland,50.00313,18.460106
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,o. Maksymiliana Kolbego 16,16,44-300,Wodzisław Śląski,Poland,49.988548,18.4948093
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Pszowska 15,15,44-300,Wodzisław Śląski,Poland,50.00250615,18.454807355247784
Parafia Rzymskokatolicka Świętego Herberta Biskupa,Radlińska 52,52,44-300,Wodzisław Śląski,Poland,50.0144499,18.46084252031479
Parafia Rzymskokatolicka Ducha Świętego,Mikołaja Kopernika 75,75,44-300,Wodzisław Śląski,Poland,49.995840400000006,18.47363310486208
Parafia Rzymskokatolicka Ducha Świętego,Cynkowa 22,22,41-711,Ruda Śląska,Poland,50.27811645,18.854691810040983
Parafia Rzymskokatolicka Ścięcia Świętego Jana Chrzciciela,Karola Goduli 22,22,41-712,Ruda Śląska,Poland,50.31227045,18.887009271800945
Parafia Rzymskokatolicka Świętego Pawła,Plac Jana Pawła II 5,5,41-709,Ruda Śląska,Poland,50.2855506,18.873561384677416
Parafia Rzymskokatolicka Świętego Michała Archanioła,Królowej Jadwigi 8,8,41-712,Ruda Śląska,Poland,50.32082145,18.873459752232286
Parafia Rzymskokatolicka Świętego Józefa,Piastowska 16,16,41-700,Ruda Śląska,Poland,50.3189866,18.856310276066786
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Kościelna 12,12,41-700,Ruda Śląska,Poland,50.31138765,18.848044788957086
Parafia Rzymskokatolicka Świętego Piusa X,Szyb Powietrzny 8,8,41-700,Ruda Śląska,Poland,50.3042611,18.856659644568744
Parafia Rzymskokatolicka Świętej Teresy od Dzieciątka Jezus,Działkowców 1,1,44-200,Rybnik,Poland,50.0611873,18.55191
Parafia Rzymskokatolicka Matki Bożej Szkaplerznej i Świętego Piusa X,Główna 1,1,44-290,Jejkowice,Poland,50.1023732,18.4825756
Parafia Rzymskokatolicka Świętego Wawrzyńca,Wolna 125,125,44-203,Rybnik,Poland,50.0898445,18.597854335614038
Parafia Rzymskokatolicka Świętego Jana Sarkandra,Przemysłowa 59,59,44-200,Rybnik,Poland,50.09808535,18.579617207115867
Parafia Rzymskokatolicka Matki Bożej Bolesnej,Franciszka Rybnickiego 2,2,44-200,Rybnik,Poland,50.097513199999995,18.5420631835929
Parafia Rzymskokatolicka Świętego Józefa Robotnika,gen. Hallera 19,19,44-200,Rybnik,Poland,50.093965,18.536575020498443
Parafia Rzymskokatolicka Świętego Antoniego,Mikołowska 4,4,44-200,Rybnik,Poland,50.09802775,18.54987340081886
Parafia Rzymskokatolicka Królowej Apostołów,Henryka Wieniawskiego 7,7,44-200,Rybnik,Poland,50.09083715,18.546521298615097
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,kard. Bolesława Kominka 18,18,44-217,Rybnik,Poland,50.098436500000005,18.523267225145986
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Franciszka Pilarczyka 5,5,44-210,Rybnik,Poland,50.091483,18.514301738418965
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Armii Krajowej 11,11,41-608,Świętochłowice,Poland,50.3126127,18.910204
Parafia Rzymskokatolicka Świętego Augustyna,dr. Antoniego Bukowego 22,22,41-605,Świętochłowice,Poland,50.30774285,18.905279198028808
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Armii Krajowej 13,13,41-900,Bytom,Poland,50.3273618,18.933932199365564
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Chorzowska 4,4,41-605,Świętochłowice,Poland,50.3054868,18.921090349380165
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Biskupa Teodora Kubiny 10,10,41-600,Świętochłowice,Poland,50.2913249,18.918392150339905
Parafia Rzymskokatolicka Świętego Józefa,Wojska Polskiego 13,13,41-600,Świętochłowice,Poland,50.28362865,18.92485105423868
Parafia Rzymskokatolicka Narodzenia Świętego Jana Chrzciciela,Jana Targiela 145,145,43-109,Tychy,Poland,50.0907556,19.0168489
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Rodzinna 11,11,43-210,Kobiór,Poland,50.0599542,18.937398113061672
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Paprocańska 160,160,43-110,Tychy,Poland,50.0996927,18.994636
Parafia Rzymskokatolicka Ducha Świętego,Myśliwska 43,43,43-100,Tychy,Poland,50.10661675,18.96593407551736
Parafia Rzymskokatolicka Świętego Krzysztofa,Kardynała Stefana Wyszyńskiego 1,1,43-100,Tychy,Poland,50.11232845,19.005065191860474
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,Zbawiciela 1,1,43-100,Tychy,Poland,50.084347,19.0013581
Parafia Rzymskokatolicka Bł. Karoliny,Księdza Tischnera 50,50,43-100,Tychy,Poland,50.102702,18.986096
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu i Świętej Klary,Paprocańska 90,90,43-110,Tychy,Poland,50.1042817,19.0004712
Parafia Rzymskokatolicka Świętego Benedykta Opata,Zofii Nałkowskiej 19,19,43-100,Tychy,Poland,50.1108908,18.98751740373958
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Stanisława Małachowskiego 38,38,44-200,Rybnik,Poland,50.06219645,18.598818915354062
Parafia Rzymskokatolicka Świętej Barbary,Józefa Lompy 18,18,44-253,Rybnik,Poland,50.050565,18.6029946315253
Parafia Rzymskokatolicka Matki Bożej Piekarskiej,Świerklańska 112C,112C,44-268,Jastrzębie-Zdrój,Poland,50.010528449999995,18.638962794857413
Parafia Rzymskokatolicka Bożego Ciała,Rybnicka 34,34,44-264,Jankowice,Poland,50.04845085,18.54744073152174
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Rodzin,Górnicza 2,2,44-264,Jankowice,Poland,50.0396239,18.5776895
Parafia Rzymskokatolicka Świętego Józefa,Dębowa 7A,7A,44-251,Rybnik,Poland,50.05470975,18.62976926041803
Parafia Rzymskokatolicka Świętej Anny,Księdza Ligonia 13,13,44-266,Świerklany,Poland,50.0179997,18.5805026
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Jana III Sobieskiego 17,17,44-282,Czernica,Poland,50.0805166,18.4033503
Parafia Rzymskokatolicka Opatrzności Bożej,Wiejska 18,18,44-293,Gaszowice,Poland,50.1084008,18.42893075878238
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Armii Krajowej 31,31,44-370,Pszów,Poland,50.0543454,18.383927035440614
Parafia Rzymskokatolicka Niepokalanego Serca Maryi,Pałacowa 5,5,44-300,Wodzisław Śląski,Poland,50.01243195,18.41786842548356
Parafia Rzymskokatolicka Zmartwychwstania Pańskiego,Kalwaryjska 39,39,44-370,Pszów,Poland,50.0549,18.39786
Parafia Rzymskokatolicka Matki Bożej Uzdrowienia Chorych,Rydułtowy 1,1,44-280,Rydułtowy,Poland,50.086718,18.4325066
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Bohaterów Westerplatte 1,1,44-370,Pszów,Poland,50.04107395,18.393466739028774
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,Powstańców Śląskich 46,46,44-361,Syrynia,Poland,50.0217059,18.3377033555304
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,Piaskowa 1B,1B,44-293,Szczerbice,Poland,50.1055713,18.4522128
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Ignacego Paderewskiego 198,198,44-373,Wodzisław Śląski,Poland,50.0158652,18.378353260329227
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Aniołów,Szkolna 72,72,44-177,Chudów,Poland,50.2139023,18.7773991
Parafia Rzymskokatolicka Matki Bożej Szkaplerznej,Księdza Roboty 35,35,44-186,Gierałtowice,Poland,50.2231099,18.7263108
Parafia Rzymskokatolicka Świętych Cyryla i Metodego,Niepodległości 1,1,44-190,Knurów,Poland,50.221237099999996,18.669449912187503
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Kapelanów Wojskowych 5,5,44-194,Knurów,Poland,50.2338457,18.65668030106475
Parafia Rzymskokatolicka Świętego Antoniego,Feliksa Michalskiego 56,56,44-193,Knurów,Poland,50.2088462,18.6421895
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Powstańców Śląskich 1,1,44-178,Przyszowice,Poland,50.2445412,18.743320431930357
Parafia Rzymskokatolicka Świętego Urbana,Zwycięstwa 3,3,44-177,Paniówki,Poland,50.2291446,18.787853
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Świata,Zwycięstwa 71,71,44-193,Knurów,Poland,50.195609399999995,18.651509037698716
Parafia Rzymskokatolicka Świętego Mikołaja,Karola Miarki 121,121,44-189,Wilcza,Poland,50.188391,18.596550840503838
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Bożogrobców 31,31,41-503,Chorzów,Poland,50.3060902,18.973748291490693
Parafia Rzymskokatolicka Świętej Barbary,3 Maja 18,18,41-500,Chorzów,Poland,50.3035852,18.94615819642857
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Wolności 51,51,41-500,Chorzów,Poland,50.292945,18.947946575782613
Parafia Rzymskokatolicka Świętego Józefa,Łagiewnicka 17,17,41-500,Chorzów,Poland,50.309010150000006,18.94079259158749
Parafia Rzymskokatolicka Świętego Floriana,Księdza Konrada Szwedy 1,1,41-500,Chorzów,Poland,50.2956313,18.936490577192266
Parafia Rzymskokatolicka Świętego Wawrzyńca,Marii Konopnickiej 29,29,41-500,Chorzów,Poland,50.29623205,18.965399798051948
Parafia Rzymskokatolicka Matki Bożej Nieustającej Pomocy i Świętej Rozalii,Brzezińska 3,3,41-503,Chorzów,Poland,50.3233899,18.9769117
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,1 Maja 36,36,44-330,Jastrzębie-Zdrój,Poland,49.9487158,18.569566458140642
Parafia Rzymskokatolicka Świętej Barbary i Świętego Józefa,ks. bp. Herberta Bednorza 1A,1A,44-335,Jastrzębie-Zdrój,Poland,49.965905750000005,18.570185933730485
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Janusza Kusocińskiego 45,45,44-330,Jastrzębie-Zdrój,Poland,49.94056085,18.584816993631783
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Kościelna 3,3,44-338,Jastrzębie-Zdrój,Poland,49.939150850000004,18.554282357314975
Parafia Rzymskokatolicka Świętego Jerzego,Mickiewicza 88,88,44-325,Mszana,Poland,49.966289399999994,18.528795924999997
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Centralna 50,50,44-323,Połomia,Poland,49.9883956,18.558940298846156
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,ks. Emanuela Płonki 5,5,44-337,Jastrzębie-Zdrój,Poland,49.9239993,18.601649
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Górnicza 30,30,41-946,Piekary Śląskie,Poland,50.34852,18.9825883
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Szymały 120,120,41-900,Bytom,Poland,50.3953711,18.8885531
Parafia Rzymskokatolicka Matki Bożej Wspomożenia Wiernych,Jagiellońska 100,100,41-948,Piekary Śląskie,Poland,50.3441395,19.0101513
Parafia Rzymskokatolicka Świętego Józefa,Kościelna 21,21,41-943,Piekary Śląskie,Poland,50.3948462,18.9682782
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Biskupa Nankera 221,221,41-949,Piekary Śląskie,Poland,50.3666827,18.9924968
Parafia Rzymskokatolicka Matki Bożej Nieustającej Pomocy,Powstańców Śląskich 38,38,41-945,Piekary Śląskie,Poland,50.4125863,18.943727
Parafia Rzymskokatolicka Imienia Najświętszej Maryi Panny i Świętego Bartłomieja Apostoła,ks. Jana Ficka 7,7,41-940,Piekary Śląskie,Poland,50.3838966,18.9452347
Parafia Rzymskokatolicka Świętego Wojciecha,św. Wojciecha 48,48,41-922,Radzionków,Poland,50.40289705,18.90732626095982
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Jana Kużaja 52,52,41-922,Radzionków,Poland,50.3890126,18.8978903
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Franciszka Żwirki 17,17,41-940,Piekary Śląskie,Poland,50.37410695,18.94746955
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Powstańców Śląskich 33,33,43-211,Czarków,Poland,50.0132284,18.907981154572802
Parafia Rzymskokatolicka Świętego Jerzego,Główna 50,50,43-230,Goczałkowice-Zdrój,Poland,49.9451918,18.96026653136063
Parafia Rzymskokatolicka Świętego Mikołaja,Adolfa Dygasińskiego 3,3,43-241,Łąka,Poland,49.95927475,18.903836848564087
Parafia Rzymskokatolicka Wszystkich Świętych,ks. Prałata Józefa Kuczery 2,2,43-200,Pszczyna,Poland,49.97865075,18.942137933879998
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Dworcowa 23,23,43-211,Piasek,Poland,50.0110188,18.944755068204618
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego i Matki Bożej Częstochowskiej,Marii Skłodowskiej-Curie 1,1,43-200,Pszczyna,Poland,49.970159100000004,18.941703465694367
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Wodzisławska 86,86,43-200,Poręba,Poland,49.9825007,18.8820869
Parafia Rzymskokatolicka Miłosierdzia Bożego,Męczenników Oświęcimskich 30,30,43-200,Pszczyna,Poland,49.97495485,18.965577788291284
Parafia Rzymskokatolicka Świętego Jana Pawła II,Łowiecka 33,33,43-200,Pszczyna,Poland,49.9951802,18.942425628530223
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,św. Jadwigi 2,2,43-200,Pszczyna,Poland,49.987883350000004,18.92923610646684
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Hodowców 34,34,43-243,Wisła Wielka,Poland,49.95221395,18.85380915840026
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Strażacka 3,3,44-240,Żory,Poland,50.02009875,18.711499274119927
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Pszczyńska 59,59,44-240,Żory,Poland,50.042294549999994,18.717035769095304
Parafia Rzymskokatolicka Świętego Brata Alberta,Jodłowa 12,12,44-240,Żory,Poland,50.0553747,18.7144075
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Szkolna 9,9,44-240,Żory,Poland,50.0132793,18.6880111
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Wodzisławska 207,207,44-240,Żory,Poland,50.0313558,18.62428137739235
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Kościoła,Wodzisławska 138a,138a,44-240,Żory,Poland,50.036605550000004,18.65817471557294
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Wiśniowa 9,9,44-240,Żory,Poland,50.06828595,18.655448606929824
Parafia Rzymskokatolicka Świętych Apostołów Filipa i Jakuba,Garncarska 16,16,44-240,Żory,Poland,50.0467545,18.6938099
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Boryńska 45,45,44-240,Żory,Poland,50.03289275,18.687447255230595
Parafia Rzymskokatolicka Miłosierdzia Bożego,Okrężna 1,1,44-240,Żory,Poland,50.032319900000005,18.70100071175583
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Wolności 20,20,43-180,Orzesze,Poland,50.1428515,18.7482083
Parafia Rzymskokatolicka Świętego Michała Archanioła,Zamkowa 4,4,43-178,Ornontowice,Poland,50.1791242,18.763851286642684
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,św. Wawrzyńca 2,2,43-180,Orzesze,Poland,50.14455495,18.776904417153744
Parafia Rzymskokatolicka Świętego Wawrzyńca,Na Górce 6,6,43-180,Orzesze,Poland,50.1482305,18.786350565001847
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Woszczycka 17A,17A,44-246,Palowice,Poland,50.1002601,18.73479875984683
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Długosza 51,51,43-180,Orzesze,Poland,50.08128615,18.75696395219186
Parafia Rzymskokatolicka Męczeństwa Świętego Jana Chrzciciela,Zacisze 47,47,43-180,Orzesze,Poland,50.1287612,18.8007039
Parafia Rzymskokatolicka Przemienienia Pańskiego,Krasickiego 1,1,43-180,Orzesze,Poland,50.12974935,18.752188322927157
Parafia Rzymskokatolicka Miłosierdzia Bożego,Bukowa 2a,2a,43-180,Orzesze,Poland,50.104934400000005,18.757992220025447
Parafia Rzymskokatolicka Świętego Jana Sarkandra,Kościelna 6,6,44-230,Bełk,Poland,50.1315327,18.7087877
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,3 Maja 36,36,44-230,Czerwionka-Leszczyny,Poland,50.1545629,18.673499543188687
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,3 Maja 98,98,44-230,Czerwionka-Leszczyny,Poland,50.1672341,18.65887861893505
Parafia Rzymskokatolicka Świętego Józefa Oblubieńca Najświętszej Maryi Panny,Aleja Świętej Barbary 3,3,44-230,Czerwionka-Leszczyny,Poland,50.1460848,18.6792891
Parafia Rzymskokatolicka Świętego Jerzego,Borowa 4,4,44-230,Czerwionka-Leszczyny,Poland,50.1655109,18.7219859
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Księdza Pojdy 72,72,44-213,Książenice,Poland,50.15552855,18.5995286
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Robotnicza 95,95,44-213,Rybnik,Poland,50.1384019,18.6006101
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Księdza Pojdy 104,104,44-238,Czerwionka-Leszczyny,Poland,50.1375594,18.640238023325264
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Mikołowska 61A,61A,44-238,Przegędza,Poland,50.1209007,18.63385205
Parafia Rzymskokatolicka Świętego Jacka,Kościelna 2,2,44-230,Stanowice,Poland,50.13060805,18.674445687349138
Parafia Rzymskokatolicka Matki Bożej Pośredniczki Wszelkich Łask,Wiejska 18,18,44-246,Szczejkowice,Poland,50.0867814,18.6737251
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Edmunda Kokota 152,152,41-700,Ruda Śląska,Poland,50.26830405,18.834810507830525
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Wita Stwosza 2,2,41-717,Ruda Śląska,Poland,50.27235425,18.894167737992163
Parafia Rzymskokatolicka Świętej Barbary,Górnośląska 31,31,41-717,Ruda Śląska,Poland,50.2647022,18.8909834
Parafia Rzymskokatolicka Matki Bożej Różańcowej,1 Maja 36,36,41-700,Ruda Śląska,Poland,50.243959849999996,18.842963443864683
Parafia Rzymskokatolicka Bożego Narodzenia,Leśna 37,37,41-706,Ruda Śląska,Poland,50.23621205,18.82894237440476
Parafia Rzymskokatolicka Trójcy Przenajświętszej,ks. Ludwika Tunkla 2,2,41-707,Ruda Śląska,Poland,50.2543505,18.9026303
Parafia Rzymskokatolicka Bożego Ciała,Olsztyńska 7,7,41-810,Zabrze,Poland,50.27351715,18.793014683123147
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kochłowicka 6,6,41-700,Ruda Śląska,Poland,50.23797505,18.871080848091115
Parafia Rzymskokatolicka Świętych Jana i Pawła Męczenników,Jana Szymały 3,3,41-811,Zabrze,Poland,50.2621024,18.759824207037596
Parafia Rzymskokatolicka Świętego Pawła Apostoła,gen. Władysława Sikorskiego 67b,67b,41-809,Zabrze,Poland,50.279943849999995,18.814149663333303
Parafia Rzymskokatolicka Świętego Wawrzyńca i Świętego Antoniego,Antoniego Nowary 16,16,41-710,Ruda Śląska,Poland,50.26761315,18.86557243377498
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Wyzwolenia 215,215,41-700,Ruda Śląska,Poland,50.25929885,18.86186619693441
Parafia Rzymskokatolicka Najświętszych Imion Jezusa i Maryi,Jana Przyklinga 12,12,40-551,Katowice,Poland,50.2290272,18.9920664
Parafia Rzymskokatolicka Świętej Rodziny i Świętego Maksymiliana Kolbego,Zofii Kossak-Szczuckiej 24,24,40-578,Katowice,Poland,50.2338144,18.98540617002963
Parafia Rzymskokatolicka Świętego Jacka,Leśna 14,14,40-625,Katowice,Poland,50.2154646,18.99335048165185
Parafia Rzymskokatolicka Świętego Ludwika Króla i Wniebowzięcia Najświętszej Maryi Panny,Panewnicka 76,76,40-760,Katowice,Poland,50.226917799999995,18.96328922938447
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,Panewnicka 463,463,40-774,Katowice,Poland,50.2281805,18.916557170570805
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Zadole 36,36,40-719,Katowice,Poland,50.219126450000005,18.975813900000006
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Tadeusza Boya Żeleńskiego 34,34,40-750,Katowice,Poland,50.188393399999995,18.990644101205866
